Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,Sinovac 4th dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose,BioNTech 4th dose
2022-8-10,80 and above,M,25,46,314,79,5,7,48,28
2022-8-11,0-11,F,207,222,252,0,36,27,5,0
2022-8-11,0-11,M,226,196,283,0,37,38,1,0
2022-8-11,12月19日,F,11,22,170,2,14,42,204,3
2022-8-11,12月19日,M,16,26,175,0,14,47,175,4
2022-8-11,20-29,F,5,18,95,8,16,41,258,37
2022-8-11,20-29,M,5,18,91,11,23,45,280,22
2022-8-11,30-39,F,34,49,226,24,26,42,461,69
2022-8-11,30-39,M,12,25,149,25,16,39,331,50
2022-8-11,40-49,F,17,41,352,77,10,18,275,101
2022-8-11,40-49,M,12,34,220,48,13,32,234,80
2022-8-11,50-59,F,21,58,484,205,9,16,305,232
2022-8-11,50-59,M,17,47,317,181,8,13,241,278
2022-8-11,60-69,F,31,96,616,200,9,23,282,159
2022-8-11,60-69,M,21,71,484,226,8,18,256,185
2022-8-11,70-79,F,21,73,504,125,6,12,140,78
2022-8-11,70-79,M,28,61,439,132,9,23,161,110
2022-8-11,80 and above,F,33,104,618,87,6,22,81,30
2022-8-11,80 and above,M,30,75,381,70,4,6,62,40
2022-8-12,0-11,F,332,225,364,0,25,44,1,0
2022-8-12,0-11,M,398,247,382,0,30,34,1,0
2022-8-12,12月19日,F,19,40,209,0,14,61,234,3
2022-8-12,12月19日,M,16,33,243,1,24,51,244,2
2022-8-12,20-29,F,7,27,108,11,28,44,383,34
2022-8-12,20-29,M,15,28,105,8,23,48,343,35
2022-8-12,30-39,F,36,63,339,38,40,65,669,98
2022-8-12,30-39,M,16,43,181,18,16,57,441,64
2022-8-12,40-49,F,26,54,455,85,15,39,524,133
2022-8-12,40-49,M,16,33,255,50,14,33,328,91
2022-8-12,50-59,F,29,79,639,240,12,32,525,313
2022-8-12,50-59,M,10,40,381,189,10,14,337,359
2022-8-12,60-69,F,47,118,792,209,19,35,526,204
2022-8-12,60-69,M,26,76,538,223,19,23,355,238
2022-8-12,70-79,F,25,97,525,148,7,21,208,93
2022-8-12,70-79,M,31,82,390,177,12,24,178,130
2022-8-12,80 and above,F,33,140,574,83,4,12,73,31
2022-8-12,80 and above,M,25,95,318,73,5,12,58,39
2022-8-13,0-11,F,423,233,349,0,98,111,2,0
2022-8-13,0-11,M,408,276,332,0,72,117,4,0
2022-8-13,12月19日,F,16,38,200,2,17,83,439,12
2022-8-13,12月19日,M,16,67,260,0,21,106,418,7
2022-8-13,20-29,F,12,20,134,14,36,52,530,51
2022-8-13,20-29,M,9,24,114,13,24,61,482,36
2022-8-13,30-39,F,29,50,319,33,42,90,827,150
2022-8-13,30-39,M,15,37,173,30,27,60,594,86
2022-8-13,40-49,F,26,54,427,101,11,52,649,203
2022-8-13,40-49,M,14,30,240,70,8,40,432,174
2022-8-13,50-59,F,34,52,578,217,16,48,573,398
2022-8-13,50-59,M,17,42,401,220,9,29,407,499
2022-8-13,60-69,F,45,115,649,170,17,46,453,148
2022-8-13,60-69,M,20,83,496,187,10,22,374,214
2022-8-13,70-79,F,26,80,481,140,2,25,194,85
2022-8-13,70-79,M,18,53,296,127,5,13,129,87
2022-8-13,80 and above,F,25,74,503,75,7,10,83,24
2022-8-13,80 and above,M,24,50,231,52,5,14,65,18
2022-8-14,0-11,F,267,154,218,0,56,96,0,0
2022-8-14,0-11,M,268,176,241,0,73,99,1,0
2022-8-14,12月19日,F,4,21,141,1,34,73,350,4
2022-8-14,12月19日,M,9,26,141,1,26,95,377,5
2022-8-14,20-29,F,6,21,55,12,16,51,364,47
2022-8-14,20-29,M,5,3,52,15,21,38,360,40
2022-8-14,30-39,F,14,32,180,27,30,64,556,129
2022-8-14,30-39,M,8,10,108,28,15,33,383,60
2022-8-14,40-49,F,8,30,213,64,12,27,443,223
2022-8-14,40-49,M,6,25,144,57,10,22,272,131
2022-8-14,50-59,F,8,21,257,141,11,26,293,262
2022-8-14,50-59,M,3,12,207,171,7,16,283,321
2022-8-14,60-69,F,17,30,234,103,12,21,208,104
2022-8-14,60-69,M,10,33,229,116,9,15,208,154
2022-8-14,70-79,F,8,16,150,54,3,10,105,38
2022-8-14,70-79,M,8,18,99,55,2,8,76,43
2022-8-14,80 and above,F,10,29,150,27,6,6,58,17
2022-8-14,80 and above,M,6,16,94,23,0,4,45,15
2022-8-15,0-11,F,527,325,493,0,32,40,2,0
2022-8-15,0-11,M,547,416,556,0,47,58,3,0
2022-8-15,12月19日,F,28,47,269,0,17,73,307,1
2022-8-15,12月19日,M,20,69,320,1,23,87,330,1
2022-8-15,20-29,F,8,17,139,11,16,31,290,30
2022-8-15,20-29,M,8,25,138,10,21,59,327,34
2022-8-15,30-39,F,31,57,312,41,17,55,437,79
2022-8-15,30-39,M,13,29,216,21,17,45,330,69
2022-8-15,40-49,F,22,53,401,96,13,35,354,167
2022-8-15,40-49,M,13,36,259,62,13,36,251,105
2022-8-15,50-59,F,32,71,674,249,10,23,391,284
2022-8-15,50-59,M,26,51,400,219,4,24,275,360
2022-8-15,60-69,F,61,152,950,254,12,60,485,217
2022-8-15,60-69,M,44,98,649,295,20,42,391,273
2022-8-15,70-79,F,42,121,682,193,11,29,209,146
2022-8-15,70-79,M,47,99,581,223,9,31,254,160
2022-8-15,80 and above,F,45,110,690,139,12,18,123,51
2022-8-15,80 and above,M,31,67,394,98,3,27,103,45
2022-8-16,0-11,F,679,381,533,0,60,73,6,0
2022-8-16,0-11,M,692,408,562,0,65,86,3,0
2022-8-16,12月19日,F,23,51,279,1,14,70,284,4
2022-8-16,12月19日,M,26,47,284,2,22,95,270,5
2022-8-16,20-29,F,14,19,94,14,16,38,267,37
2022-8-16,20-29,M,10,31,90,17,24,48,269,29
2022-8-16,30-39,F,28,51,296,59,35,40,378,65
2022-8-16,30-39,M,18,28,188,29,21,28,270,61
2022-8-16,40-49,F,29,58,388,100,13,28,284,99
2022-8-16,40-49,M,15,32,269,63,11,22,188,99
2022-8-16,50-59,F,28,65,649,252,12,28,328,273
2022-8-16,50-59,M,19,46,404,258,8,30,257,287
2022-8-16,60-69,F,56,123,834,345,11,28,390,164
2022-8-16,60-69,M,36,81,655,328,18,33,368,226
2022-8-16,70-79,F,39,107,663,207,8,20,180,132
2022-8-16,70-79,M,32,86,535,239,12,24,217,152
2022-8-16,80 and above,F,42,111,747,140,10,18,114,37
2022-8-16,80 and above,M,34,73,418,103,5,13,94,49
2022-8-17,0-11,F,481,263,413,0,38,45,2,0
2022-8-17,0-11,M,607,276,495,0,25,49,2,0
2022-8-17,12月19日,F,16,29,229,1,17,48,253,1
2022-8-17,12月19日,M,18,37,228,1,18,79,274,4
2022-8-17,20-29,F,9,9,99,11,20,30,251,48
2022-8-17,20-29,M,10,16,86,9,31,32,252,23
2022-8-17,30-39,F,19,48,266,41,35,53,371,75
2022-8-17,30-39,M,21,27,154,24,8,26,272,53
2022-8-17,40-49,F,20,52,334,78,4,30,289,139
2022-8-17,40-49,M,16,40,210,57,5,9,200,102
2022-8-17,50-59,F,31,50,487,184,10,32,335,225
2022-8-17,50-59,M,14,37,352,191,6,15,252,284
2022-8-17,60-69,F,41,96,655,224,14,29,341,172
2022-8-17,60-69,M,35,62,520,240,8,32,295,226
2022-8-17,70-79,F,41,88,509,176,3,19,165,105
2022-8-17,70-79,M,35,73,418,188,3,21,159,131
2022-8-17,80 and above,F,35,102,563,117,5,11,113,37
2022-8-17,80 and above,M,31,57,315,94,2,12,80,42
2022-8-18,0-11,F,507,291,489,0,44,56,2,0
2022-8-18,0-11,M,621,334,513,0,64,49,6,0
2022-8-18,12月19日,F,16,43,213,1,14,65,265,4
2022-8-18,12月19日,M,11,56,275,0,26,83,276,5
2022-8-18,20-29,F,11,12,91,9,19,25,264,37
2022-8-18,20-29,M,9,20,90,8,18,52,284,35
2022-8-18,30-39,F,26,55,288,58,29,67,501,67
2022-8-18,30-39,M,15,24,175,35,20,49,346,51
2022-8-18,40-49,F,18,49,405,100,13,36,348,141
2022-8-18,40-49,M,8,44,239,59,8,20,226,102
2022-8-18,50-59,F,29,67,650,250,16,42,380,235
2022-8-18,50-59,M,19,52,390,205,12,37,271,282
2022-8-18,60-69,F,43,111,868,277,11,44,353,189
2022-8-18,60-69,M,33,86,628,343,22,42,356,207
2022-8-18,70-79,F,30,110,676,225,12,30,201,126
2022-8-18,70-79,M,35,91,517,267,15,22,208,164
2022-8-18,80 and above,F,55,156,725,144,9,44,112,39
2022-8-18,80 and above,M,28,95,394,123,8,28,76,59
2022-8-19,0-11,F,614,338,568,0,31,43,4,0
2022-8-19,0-11,M,721,367,572,0,36,36,3,0
2022-8-19,12月19日,F,18,62,279,4,17,65,285,6
2022-8-19,12月19日,M,23,49,295,1,16,92,302,6
2022-8-19,20-29,F,10,24,139,16,26,44,320,51
2022-8-19,20-29,M,12,30,114,11,22,65,358,36
2022-8-19,30-39,F,30,68,317,49,46,104,634,108
2022-8-19,30-39,M,13,34,210,24,18,62,449,69
2022-8-19,40-49,F,24,67,482,87,10,48,428,159
2022-8-19,40-49,M,16,39,266,78,8,33,315,121
2022-8-19,50-59,F,35,89,681,239,17,45,463,338
2022-8-19,50-59,M,18,45,392,204,8,30,328,333
2022-8-19,60-69,F,60,160,846,305,20,45,502,224
2022-8-19,60-69,M,23,111,580,329,11,25,377,232
2022-8-19,70-79,F,39,114,612,243,5,25,236,113
2022-8-19,70-79,M,32,91,511,205,14,21,188,151
2022-8-19,80 and above,F,39,124,570,157,7,16,93,41
2022-8-19,80 and above,M,28,92,367,119,4,16,71,53
2022-8-20,0-11,F,688,329,578,0,75,132,3,0
2022-8-20,0-11,M,728,383,589,0,87,116,2,0
2022-8-20,12月19日,F,14,40,268,1,22,125,446,12
2022-8-20,12月19日,M,18,45,309,1,35,132,468,13
2022-8-20,20-29,F,16,26,116,23,36,70,485,82
2022-8-20,20-29,M,9,23,124,20,34,74,487,54
2022-8-20,30-39,F,26,59,363,53,36,113,841,158
2022-8-20,30-39,M,17,35,234,38,33,66,591,110
2022-8-20,40-49,F,35,60,414,141,22,78,610,249
2022-8-20,40-49,M,8,53,264,95,7,41,446,167
2022-8-20,50-59,F,38,89,601,256,18,57,657,430
2022-8-20,50-59,M,8,46,411,257,13,41,481,457
2022-8-20,60-69,F,43,135,703,208,15,39,469,240
2022-8-20,60-69,M,23,87,493,230,6,38,404,254
2022-8-20,70-79,F,44,74,464,146,3,30,190,81
2022-8-20,70-79,M,26,62,329,155,8,21,149,110
2022-8-20,80 and above,F,42,102,539,92,4,16,97,35
2022-8-20,80 and above,M,23,58,285,75,2,7,66,27
2022-8-21,0-11,F,430,225,508,0,79,81,1,0
2022-8-21,0-11,M,430,264,548,0,79,96,5,0
2022-8-21,12月19日,F,14,24,172,1,32,89,437,4
2022-8-21,12月19日,M,10,35,187,2,25,124,435,6
2022-8-21,20-29,F,12,13,74,13,23,53,366,60
2022-8-21,20-29,M,4,11,92,12,16,61,343,56
2022-8-21,30-39,F,13,29,177,34,34,89,557,168
2022-8-21,30-39,M,9,14,145,30,11,55,376,90
2022-8-21,40-49,F,9,30,239,80,8,43,443,200
2022-8-21,40-49,M,7,23,169,102,7,22,292,159
2022-8-21,50-59,F,7,34,291,138,5,30,345,286
2022-8-21,50-59,M,8,29,264,180,4,15,319,303
2022-8-21,60-69,F,15,42,275,109,7,23,235,131
2022-8-21,60-69,M,11,36,287,159,4,24,230,187
2022-8-21,70-79,F,10,24,177,72,4,12,98,63
2022-8-21,70-79,M,8,21,134,81,4,7,84,76
2022-8-21,80 and above,F,14,33,137,32,2,10,76,27
2022-8-21,80 and above,M,9,19,81,25,2,3,35,24
2022-8-22,0-11,F,559,331,585,0,48,40,7,0
2022-8-22,0-11,M,591,427,661,0,57,44,6,0
2022-8-22,12月19日,F,23,66,287,2,10,75,316,7
2022-8-22,12月19日,M,27,60,368,2,24,97,342,5
2022-8-22,20-29,F,10,18,127,19,19,50,286,53
2022-8-22,20-29,M,10,21,104,15,24,62,300,42
2022-8-22,30-39,F,28,53,308,49,40,60,412,99
2022-8-22,30-39,M,13,37,190,18,6,40,281,67
2022-8-22,40-49,F,33,61,426,123,12,40,295,151
2022-8-22,40-49,M,10,50,286,66,6,31,213,125
2022-8-22,50-59,F,33,98,689,230,13,30,405,274
2022-8-22,50-59,M,28,68,401,214,11,28,280,269
2022-8-22,60-69,F,39,148,939,312,16,74,440,249
2022-8-22,60-69,M,48,112,715,309,18,51,385,305
2022-8-22,70-79,F,49,117,721,268,13,23,210,166
2022-8-22,70-79,M,45,109,531,233,16,27,220,181
2022-8-22,80 and above,F,70,119,680,155,8,23,98,50
2022-8-22,80 and above,M,41,85,415,127,4,13,79,80
2022-8-23,0-11,F,470,299,495,0,47,73,7,0
2022-8-23,0-11,M,510,332,533,0,59,67,7,0
2022-8-23,12月19日,F,11,39,264,1,21,84,314,5
2022-8-23,12月19日,M,20,51,289,0,29,105,324,10
2022-8-23,20-29,F,5,22,107,21,18,35,260,33
2022-8-23,20-29,M,11,17,101,19,34,53,272,34
2022-8-23,30-39,F,29,72,253,50,35,61,378,85
2022-8-23,30-39,M,19,28,149,23,17,36,302,69
2022-8-23,40-49,F,25,70,382,94,6,40,296,124
2022-8-23,40-49,M,14,37,223,50,13,29,217,102
2022-8-23,50-59,F,27,77,560,223,14,34,356,220
2022-8-23,50-59,M,25,41,333,183,14,32,261,254
2022-8-23,60-69,F,50,136,746,247,18,46,425,237
2022-8-23,60-69,M,31,89,579,272,18,45,326,271
2022-8-23,70-79,F,41,111,544,189,12,28,200,138
2022-8-23,70-79,M,33,80,442,186,12,46,202,165
2022-8-23,80 and above,F,46,117,714,140,7,19,113,51
2022-8-23,80 and above,M,36,76,418,92,5,19,91,46
2022-8-24,0-11,F,411,280,520,0,45,38,1,0
2022-8-24,0-11,M,483,367,562,0,46,40,2,0
2022-8-24,12月19日,F,15,37,234,0,19,88,343,7
2022-8-24,12月19日,M,5,59,254,2,21,98,349,5
2022-8-24,20-29,F,10,13,90,19,18,44,273,51
2022-8-24,20-29,M,10,18,110,17,29,58,328,44
2022-8-24,30-39,F,29,51,261,53,35,77,439,125
2022-8-24,30-39,M,25,30,163,30,22,51,312,65
2022-8-24,40-49,F,28,72,401,113,15,39,332,157
2022-8-24,40-49,M,17,44,234,58,10,24,242,107
2022-8-24,50-59,F,31,78,551,201,13,42,361,240
2022-8-24,50-59,M,20,52,370,174,4,31,279,236
2022-8-24,60-69,F,44,119,689,243,8,48,384,200
2022-8-24,60-69,M,39,88,558,227,8,39,329,233
2022-8-24,70-79,F,44,100,553,177,10,20,182,116
2022-8-24,70-79,M,24,84,431,174,13,29,183,124
2022-8-24,80 and above,F,62,92,787,90,4,18,82,38
2022-8-24,80 and above,M,27,67,431,95,2,9,64,36
2022-8-25,0-11,F,248,214,301,0,22,48,4,0
2022-8-25,0-11,M,273,209,306,1,27,38,4,0
2022-8-25,12月19日,F,14,24,147,0,15,43,185,3
2022-8-25,12月19日,M,9,30,180,4,9,57,193,1
2022-8-25,20-29,F,5,14,62,8,15,29,165,24
2022-8-25,20-29,M,7,12,62,15,12,37,177,27
2022-8-25,30-39,F,15,47,146,39,22,40,244,48
2022-8-25,30-39,M,10,33,121,25,16,42,212,50
2022-8-25,40-49,F,15,41,226,74,7,36,181,63
2022-8-25,40-49,M,12,30,154,57,5,18,145,72
2022-8-25,50-59,F,16,70,429,122,0,24,227,126
2022-8-25,50-59,M,9,31,303,137,5,18,205,148
2022-8-25,60-69,F,27,74,446,154,8,25,208,133
2022-8-25,60-69,M,12,53,446,196,6,21,207,175
2022-8-25,70-79,F,14,40,279,79,4,9,76,62
2022-8-25,70-79,M,15,33,236,95,2,13,83,75
2022-8-25,80 and above,F,15,41,287,48,3,10,30,16
2022-8-25,80 and above,M,21,32,183,41,4,5,37,14
2022-8-26,0-11,F,575,432,724,0,41,39,2,0
2022-8-26,0-11,M,612,443,723,0,39,50,1,0
2022-8-26,12月19日,F,30,66,341,2,13,93,414,5
2022-8-26,12月19日,M,28,71,359,2,21,108,398,7
2022-8-26,20-29,F,14,32,148,30,32,75,347,95
2022-8-26,20-29,M,16,38,122,13,33,65,405,48
2022-8-26,30-39,F,39,88,365,55,39,116,642,130
2022-8-26,30-39,M,18,65,194,27,33,76,416,85
2022-8-26,40-49,F,27,95,568,130,23,62,522,203
2022-8-26,40-49,M,13,49,277,89,18,39,350,147
2022-8-26,50-59,F,29,133,742,288,22,60,616,348
2022-8-26,50-59,M,28,58,482,222,7,46,408,344
2022-8-26,60-69,F,69,189,920,355,23,82,513,342
2022-8-26,60-69,M,30,111,693,338,15,46,429,335
2022-8-26,70-79,F,45,136,644,262,9,21,240,168
2022-8-26,70-79,M,50,100,559,270,6,32,223,220
2022-8-26,80 and above,F,51,115,712,152,11,17,98,58
2022-8-26,80 and above,M,36,73,408,124,11,13,74,57
2022-8-27,0-11,F,631,396,695,0,96,143,8,0
2022-8-27,0-11,M,592,477,698,0,109,120,1,0
2022-8-27,12月19日,F,24,57,331,2,31,170,619,6
2022-8-27,12月19日,M,25,62,356,2,49,195,607,6
2022-8-27,20-29,F,22,33,160,36,47,132,594,116
2022-8-27,20-29,M,19,32,132,23,47,123,552,82
2022-8-27,30-39,F,45,71,349,87,70,170,869,175
2022-8-27,30-39,M,20,42,226,47,41,121,695,99
2022-8-27,40-49,F,28,102,504,178,35,105,775,334
2022-8-27,40-49,M,27,60,316,119,15,59,534,266
2022-8-27,50-59,F,35,117,772,336,25,91,711,464
2022-8-27,50-59,M,21,64,485,292,12,52,535,528
2022-8-27,60-69,F,55,195,795,293,32,84,580,300
2022-8-27,60-69,M,34,117,581,282,13,58,493,326
2022-8-27,70-79,F,50,146,554,200,13,34,222,131
2022-8-27,70-79,M,35,100,390,158,9,36,143,132
2022-8-27,80 and above,F,51,146,623,124,4,21,117,54
2022-8-27,80 and above,M,43,75,325,87,3,15,77,47
2022-8-28,0-11,F,328,269,471,0,97,101,5,0
2022-8-28,0-11,M,377,276,525,0,82,118,6,0
2022-8-28,12月19日,F,16,34,183,2,17,143,646,10
2022-8-28,12月19日,M,24,46,252,2,48,197,635,7
2022-8-28,20-29,F,12,18,82,20,41,75,437,96
2022-8-28,20-29,M,7,13,91,26,32,92,427,67
2022-8-28,30-39,F,23,35,214,65,45,112,619,217
2022-8-28,30-39,M,12,27,136,53,24,81,503,125
2022-8-28,40-49,F,14,43,271,131,22,68,521,303
2022-8-28,40-49,M,12,46,224,113,12,38,396,212
2022-8-28,50-59,F,17,58,351,188,14,62,454,381
2022-8-28,50-59,M,10,44,326,212,7,28,410,447
2022-8-28,60-69,F,26,81,328,144,13,44,348,217
2022-8-28,60-69,M,24,64,323,195,1,36,346,286
2022-8-28,70-79,F,20,53,241,93,6,22,149,107
2022-8-28,70-79,M,8,41,154,119,3,16,124,101
2022-8-28,80 and above,F,11,40,166,52,4,14,75,45
2022-8-28,80 and above,M,7,29,100,37,6,6,45,27
2022-8-29,0-11,F,589,633,1100,0,58,74,2,0
2022-8-29,0-11,M,657,709,1215,0,43,75,1,0
2022-8-29,12月19日,F,27,80,440,4,32,149,455,7
2022-8-29,12月19日,M,24,87,473,3,35,189,475,7
2022-8-29,20-29,F,15,27,125,48,33,58,336,101
2022-8-29,20-29,M,16,32,130,34,30,93,363,72
2022-8-29,30-39,F,50,91,358,97,27,90,490,129
2022-8-29,30-39,M,29,64,219,42,21,53,411,91
2022-8-29,40-49,F,38,103,543,221,24,43,447,189
2022-8-29,40-49,M,11,75,326,111,8,32,293,158
2022-8-29,50-59,F,37,141,839,413,15,53,504,375
2022-8-29,50-59,M,28,83,537,312,17,34,415,390
2022-8-29,60-69,F,54,247,1056,484,23,79,541,349
2022-8-29,60-69,M,43,142,794,494,17,46,507,403
2022-8-29,70-79,F,64,181,830,390,10,31,269,242
2022-8-29,70-79,M,45,157,613,390,19,52,309,299
2022-8-29,80 and above,F,70,173,842,219,12,22,140,72
2022-8-29,80 and above,M,49,115,472,162,6,22,123,93
2022-8-30,0-11,F,518,552,1033,0,61,66,5,0
2022-8-30,0-11,M,545,600,1083,0,58,86,10,0
2022-8-30,12月19日,F,36,70,413,1,22,131,379,9
2022-8-30,12月19日,M,26,91,398,2,25,131,371,3
2022-8-30,20-29,F,25,35,98,39,22,52,299,74
2022-8-30,20-29,M,16,28,152,27,25,68,353,62
2022-8-30,30-39,F,44,88,316,103,36,93,427,120
2022-8-30,30-39,M,18,48,192,46,26,61,373,91
2022-8-30,40-49,F,31,94,449,215,13,53,382,225
2022-8-30,40-49,M,25,72,282,119,11,38,293,152
2022-8-30,50-59,F,35,131,790,405,14,61,431,337
2022-8-30,50-59,M,25,82,492,313,14,42,350,345
2022-8-30,60-69,F,72,182,937,478,17,67,513,347
2022-8-30,60-69,M,40,148,702,444,28,73,436,392
2022-8-30,70-79,F,61,160,700,329,17,28,228,186
2022-8-30,70-79,M,39,138,551,371,19,28,255,240
2022-8-30,80 and above,F,77,176,903,188,11,18,129,63
2022-8-30,80 and above,M,56,127,543,163,2,21,84,62
2022-8-31,0-11,F,332,353,777,0,29,29,5,0
2022-8-31,0-11,M,398,477,922,0,28,25,7,0
2022-8-31,12月19日,F,19,52,277,2,18,92,265,12
2022-8-31,12月19日,M,23,69,335,2,14,122,312,8
2022-8-31,20-29,F,16,22,115,24,28,51,316,96
2022-8-31,20-29,M,17,30,121,16,26,73,350,59
2022-8-31,30-39,F,37,66,250,110,50,92,423,143
2022-8-31,30-39,M,21,45,176,33,29,59,391,84
2022-8-31,40-49,F,31,75,404,168,21,46,376,250
2022-8-31,40-49,M,20,60,261,105,13,35,286,151
2022-8-31,50-59,F,37,123,712,329,19,56,486,314
2022-8-31,50-59,M,25,71,471,280,7,35,350,351
2022-8-31,60-69,F,62,201,906,413,20,59,514,313
2022-8-31,60-69,M,44,122,674,394,20,50,429,351
2022-8-31,70-79,F,53,144,709,308,7,35,233,170
2022-8-31,70-79,M,41,99,515,361,10,29,259,237
2022-8-31,80 and above,F,71,152,977,171,8,13,115,55
2022-8-31,80 and above,M,38,92,479,124,5,17,105,69
2022-9-1,0-11,F,294,235,488,0,27,32,2,0
2022-9-1,0-11,M,362,269,524,0,32,25,3,0
2022-9-1,12月19日,F,14,27,175,1,6,72,235,11
2022-9-1,12月19日,M,14,23,184,2,10,63,250,10
2022-9-1,20-29,F,21,35,131,43,53,90,450,104
2022-9-1,20-29,M,19,46,137,24,48,104,488,72
2022-9-1,30-39,F,44,87,321,97,51,138,646,141
2022-9-1,30-39,M,27,61,248,41,28,105,545,102
2022-9-1,40-49,F,42,86,474,191,16,56,527,259
2022-9-1,40-49,M,25,62,328,136,23,53,445,226
2022-9-1,50-59,F,51,153,832,361,19,69,606,367
2022-9-1,50-59,M,23,72,587,292,12,44,453,443
2022-9-1,60-69,F,80,203,942,424,18,77,569,331
2022-9-1,60-69,M,45,137,773,391,17,50,544,409
2022-9-1,70-79,F,67,169,820,333,12,41,335,212
2022-9-1,70-79,M,48,111,768,294,7,40,363,229
2022-9-1,80 and above,F,80,130,849,164,3,23,128,63
2022-9-1,80 and above,M,49,84,553,127,11,19,124,79
2022-9-2,0-11,F,598,530,1143,0,59,68,1,0
2022-9-2,0-11,M,658,582,1230,0,62,77,4,0
2022-9-2,12月19日,F,31,52,324,2,20,181,504,8
2022-9-2,12月19日,M,28,60,338,1,20,179,485,13
2022-9-2,20-29,F,24,39,155,59,41,114,531,131
2022-9-2,20-29,M,20,45,163,37,42,112,544,92
2022-9-2,30-39,F,72,118,423,108,63,185,869,221
2022-9-2,30-39,M,32,75,240,54,32,145,623,122
2022-9-2,40-49,F,42,177,654,236,30,128,769,324
2022-9-2,40-49,M,35,87,399,153,20,75,552,212
2022-9-2,50-59,F,71,198,1082,440,28,108,917,472
2022-9-2,50-59,M,27,121,655,309,15,62,612,463
2022-9-2,60-69,F,83,277,1180,523,30,94,809,358
2022-9-2,60-69,M,57,187,966,481,22,75,679,404
2022-9-2,70-79,F,59,182,814,322,11,56,364,192
2022-9-2,70-79,M,53,120,725,342,18,37,383,235
2022-9-2,80 and above,F,63,137,804,179,8,15,149,56
2022-9-2,80 and above,M,52,95,445,147,6,13,128,77
2022-9-3,0-11,F,611,730,1409,0,172,177,4,0
2022-9-3,0-11,M,619,805,1586,2,170,194,14,0
2022-9-3,12月19日,F,33,82,383,3,43,246,798,17
2022-9-3,12月19日,M,41,106,423,3,39,298,805,12
2022-9-3,20-29,F,21,45,159,65,69,180,799,199
2022-9-3,20-29,M,21,41,174,54,58,165,791,151
2022-9-3,30-39,F,69,121,396,139,94,301,1168,257
2022-9-3,30-39,M,16,92,307,78,45,194,986,165
2022-9-3,40-49,F,68,144,620,235,32,154,999,428
2022-9-3,40-49,M,22,111,406,184,16,109,780,346
2022-9-3,50-59,F,47,174,985,378,35,141,1014,541
2022-9-3,50-59,M,38,95,706,357,19,87,824,590
2022-9-3,60-69,F,63,229,1039,336,27,115,767,301
2022-9-3,60-69,M,43,138,819,356,18,74,696,350
2022-9-3,70-79,F,49,136,620,211,12,39,305,140
2022-9-3,70-79,M,40,105,462,211,6,35,246,152
2022-9-3,80 and above,F,62,101,523,98,3,17,128,66
2022-9-3,80 and above,M,26,65,295,70,3,20,109,51
2022-9-4,0-11,F,219,295,646,0,82,67,8,2
2022-9-4,0-11,M,214,334,699,0,78,102,8,1
2022-9-4,12月19日,F,10,34,189,0,20,149,486,19
2022-9-4,12月19日,M,17,45,209,1,32,177,508,10
2022-9-4,20-29,F,15,15,97,29,67,152,577,113
2022-9-4,20-29,M,6,13,123,34,54,140,607,83
2022-9-4,30-39,F,22,70,186,79,56,174,785,213
2022-9-4,30-39,M,28,36,212,67,39,146,682,106
2022-9-4,40-49,F,17,58,337,164,25,94,673,325
2022-9-4,40-49,M,15,49,300,125,12,75,617,223
2022-9-4,50-59,F,12,62,469,208,13,66,610,382
2022-9-4,50-59,M,6,49,460,256,10,50,579,433
2022-9-4,60-69,F,16,82,384,149,17,58,420,199
2022-9-4,60-69,M,18,62,461,181,18,50,505,282
2022-9-4,70-79,F,9,55,214,71,1,28,169,87
2022-9-4,70-79,M,17,42,167,84,7,19,139,104
2022-9-4,80 and above,F,15,38,130,33,4,11,71,37
2022-9-4,80 and above,M,14,20,79,22,1,10,57,23
2022-9-5,0-11,F,270,317,605,0,11,23,3,0
2022-9-5,0-11,M,332,348,673,0,13,23,0,0
2022-9-5,12月19日,F,17,35,196,1,11,66,220,11
2022-9-5,12月19日,M,16,41,176,1,13,81,187,7
2022-9-5,20-29,F,32,47,160,40,44,114,465,90
2022-9-5,20-29,M,18,48,172,23,54,143,573,62
2022-9-5,30-39,F,73,158,453,114,63,164,675,168
2022-9-5,30-39,M,34,84,319,53,42,136,670,114
2022-9-5,40-49,F,48,156,659,208,23,75,536,306
2022-9-5,40-49,M,36,97,433,126,16,76,519,210
2022-9-5,50-59,F,43,214,1242,408,21,94,734,360
2022-9-5,50-59,M,38,121,876,335,15,59,594,391
2022-9-5,60-69,F,93,323,1394,499,31,109,775,394
2022-9-5,60-69,M,73,200,1240,541,21,79,704,405
2022-9-5,70-79,F,75,168,861,361,17,41,322,215
2022-9-5,70-79,M,54,166,776,380,13,49,418,248
2022-9-5,80 and above,F,53,107,680,172,9,18,141,75
2022-9-5,80 and above,M,47,101,444,166,9,21,135,76
2022-9-6,0-11,F,246,280,581,0,28,42,2,0
2022-9-6,0-11,M,310,304,622,0,24,35,4,0
2022-9-6,12月19日,F,8,29,179,1,8,66,196,10
2022-9-6,12月19日,M,21,38,156,1,14,93,240,5
2022-9-6,20-29,F,20,32,151,39,43,97,416,74
